"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2020","2020","SEK","Swedish Krona","0","Units",,,308783,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1975","1975","SEK","Swedish Krona","0","Units",,,28290,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1983","1983","SEK","Swedish Krona","0","Units",,,62285,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1991","1991","SEK","Swedish Krona","0","Units",,,128307,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1995","1995","SEK","Swedish Krona","0","Units",,,133726,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","SEK","Swedish Krona","0","Units",,,155399,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","SEK","Swedish Krona","0","Units",,,178860,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","SEK","Swedish Krona","0","Units",,,220773,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","SEK","Swedish Krona","0","Units",,,223257,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","SEK","Swedish Krona","0","Units",,,229758,,
"SWE","Sweden","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","SEK","Swedish Krona","0","Units",,,242592,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","CHF","Swiss Franc","0","Units",,,47483,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","CHF","Swiss Franc","0","Units",,,48979,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","CHF","Swiss Franc","0","Units",,,50435,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","CHF","Swiss Franc","0","Units",,,50647,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","CHF","Swiss Franc","0","Units",,,51668,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","CHF","Swiss Franc","0","Units",,,53583,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","CHF","Swiss Franc","0","Units",,,54495,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","CHF","Swiss Franc","0","Units",,,51697,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","CHF","Swiss Franc","0","Units",,,52689,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CHF","Swiss Franc","0","Units",,,51627,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CHF","Swiss Franc","0","Units",,,52169,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CHF","Swiss Franc","0","Units",,,52003,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","CHF","Swiss Franc","0","Units",,,52037,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","CHF","Swiss Franc","0","Units",,,51987,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","CHF","Swiss Franc","0","Units",,,51401,,
"CHE","Switzerland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","CHF","Swiss Franc","0","Units",,,54322,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","TRY","Turkish Lira","0","Units",,,9455,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","TRY","Turkish Lira","0","Units",,,10728,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","TRY","Turkish Lira","0","Units",,,12035,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","TRY","Turkish Lira","0","Units",,,13384,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","TRY","Turkish Lira","0","Units",,,15298,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","TRY","Turkish Lira","0","Units",,,18024,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","TRY","Turkish Lira","0","Units",,,21447,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","TRY","Turkish Lira","0","Units",,,24391,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1987","1987","TRY","Turkish Lira","0","Units",,,1,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1994","1994","TRY","Turkish Lira","0","Units",,,44,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","TRY","Turkish Lira","0","Units",,,3822,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","TRY","Turkish Lira","0","Units",,,6549,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","TRY","Turkish Lira","0","Units",,,7494,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","TRY","Turkish Lira","0","Units",,,8345,,
"TUR","Türkiye","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","TRY","Turkish Lira","0","Units",,,9266,,
"GBR","United Kingdom","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2002","2002","GBP","Pound Sterling","0","Units",,,12103,,
"GBR","United Kingdom","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2003","2003","GBP","Pound Sterling","0","Units",,,12358,,
"GBR","United Kingdom","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","GBP","Pound Sterling","0","Units",,,12800,,
